LST,NDVI,Population
0.592756258199133,0.11881215885987335,0.28843158294099364
0.5853375528038947,0.13684343607496327,0.2778190111211421
0.5869160775635935,0.12761820148120198,0.2854657209552045
0.5989550886523034,0.1241862820320029,0.27685862931569366
0.5997183742929793,0.1180014002625979,0.2822802254444229
0.596759601062667,0.1261962951787281,0.2770441037586049
0.58142008489604,0.12490896846891004,0.29367094663504995
0.5951527737688639,0.12366150002068915,0.28118572621044696
0.5952475354764766,0.12654970017926362,0.27820276434425983
0.6066395165240359,0.12481212427817254,0.2685483591977915
0.5796259780205557,0.13865051599773398,0.2817235059817103
0.611874569012777,0.12063426814992685,0.2674911628372961
0.5916611596399858,0.13255873138315075,0.27578010897686345
0.5658828763295928,0.14524053120713618,0.2888765924632711
0.5948208615316501,0.14095030149335921,0.2642288369749907
0.6010302374596719,0.10605979902486513,0.29290996351546295
0.5906852463763572,0.1326923528947966,0.27662240072884614
0.5968551941640093,0.1320035173027074,0.27114128853328323
0.6023506840700129,0.12785339702182508,0.269795918908162
0.5857057936780984,0.1411506533997477,0.27314355292215403
0.6107993897135262,0.13227021015765966,0.25693040012881413
0.6102089865384028,0.13049855378011915,0.259292459681478
0.6190695601544545,0.11883583148823253,0.262094608357313
0.6115669547341166,0.1276259173712909,0.26080712789459265
0.592981683452233,0.12872962045633418,0.27828869609143275
0.6069946144132836,0.1259851718220395,0.2670202137646769
0.5930659116075894,0.13345452307915928,0.27347956531325135
0.583208279115146,0.114300682319709,0.3024910385651449
0.6004704173760167,0.12294076234235932,0.27658882028162396
0.5935988731736542,0.12467543499455042,0.28172569183179547
0.5793415131936377,0.1473626464060974,0.27329584040026494
0.6122016610828115,0.12464465614102112,0.2631536827761675
0.6150947917110772,0.11031048080035222,0.2745947274885706
0.5864196936783894,0.13608611892425607,0.27749418739735454
0.591440063308156,0.1353859971292303,0.2731739395626137
0.6050649720854817,0.11482276804494979,0.28011225986956856
0.6313559734394217,0.12170433074335128,0.24693969581722702
0.6122787134309966,0.12091654314391108,0.2668047434250924
0.6007473843382569,0.12074459311035175,0.2785080225513913
0.6056527886918702,0.11359798723127149,0.2807492240768584
0.5977783025587553,0.1304536927812282,0.27176800466001644
0.6044526621496036,0.1268210199535582,0.2687263178968382
0.5882532234281949,0.13130195359690103,0.28044482297490414
0.578305695499986,0.137144242984199,0.28455006151581513
0.6076892466717336,0.12053978535284215,0.2717709679754242
0.5692827638822915,0.14527005339502325,0.2854471827226852
0.5894751497830447,0.12490945242065594,0.2856153977962994
0.5927316497970905,0.12762805516462108,0.2796402950382884
0.594492376541502,0.13009909023788532,0.27540853322061276
0.6156648929899928,0.10695598836922442,0.2773791186407827
0.5775626200834424,0.12831640837486802,0.29412097154168965
0.5785450073967182,0.14655077974519448,0.27490421285808736
0.5855868476556049,0.1314697923850844,0.28294335995931064
0.5848710644362465,0.1338066004552083,0.28132233510854526
0.610297827086509,0.12487709410171788,0.26482507881177314
0.6015825201116352,0.1315230223688141,0.2668944575195507
0.6006112945851214,0.12665826065538563,0.272730444759493
0.6100041487119963,0.11752067933176329,0.2724751719562406
0.6161254003487843,0.12192406164975164,0.2619505380014642
0.5900183294612711,0.1390084609533389,0.27097320958539
0.6266123555418597,0.11577833750702213,0.2576093069511181
0.5911728357602811,0.1281488284270434,0.28067833581267543
0.6004259172100354,0.13750481205315582,0.2620692707368088
0.5976569668984278,0.11909975169466482,0.2832432814069074
0.59898100854158,0.1384656565284735,0.2625533349299466
0.5880543141492698,0.1337025456115483,0.2782431402391819
0.5994178647263169,0.1344976899864062,0.2660844452872769
0.5758498047257463,0.1386643448984802,0.2854858503757735
0.6149970694409266,0.12024982108017558,0.2647531094788978
0.6202560429916328,0.1286593690704135,0.25108458793795363
0.6087205033526101,0.12485353722979939,0.2664259594175905
0.6011135088854103,0.12774353690957194,0.27114295420501777
0.5670791290659769,0.12800807140749332,0.30491279952652967
0.612355463132596,0.13231648536095278,0.25532805150645116
0.5807915458504014,0.13105179398282724,0.28815666016677133
0.570343600641326,0.1443596351601595,0.28529676419851435
0.597453954827699,0.11762076667773758,0.2849252784945635
0.6005425331155351,0.11605553870543334,0.28340192817903154
0.5967775771679347,0.14775112110059604,0.2554713017314693
0.5709332802085706,0.14260897979004483,0.28645774000138463
0.6001472942155481,0.13607308735569615,0.26377961842875575
0.572305298058851,0.1348130476204552,0.29288165432069374
0.5852435677094363,0.12740856268668824,0.2873478696038754
0.6219078550951936,0.12321162904188374,0.25488051586292265
0.604087952056352,0.14088116812467044,0.2550308798189776
0.5986608107678102,0.12491160329524326,0.2764275859369466
0.5931814925730694,0.1222712470607929,0.2845472603661376
0.5725966053818512,0.13778391841553092,0.28961947620261785
0.5988325234544134,0.13353266144275078,0.2676348151028359
0.5974483377690168,0.11999118408279323,0.28256047814818996
0.5762790525570337,0.15408171086871172,0.2696392365742545
0.5741250998926553,0.13887349060362342,0.2870014095037213
0.6139080972933646,0.1209170828995448,0.2651748198070907
0.608506226505724,0.1212163916796567,0.2702773818146193
0.595960673119672,0.1188288124660429,0.28521051441428497
0.609929797057678,0.12024250564672014,0.2698276972956018
0.6183420991163338,0.13441025234028434,0.24724764854338188
